iter	MultiClass
422	0.05203634851
423	0.05189200444
424	0.05168550969
425	0.05147772732
426	0.05121928363
427	0.05109342361
428	0.05098082591
429	0.05084399784
430	0.0505801032
431	0.05044811373
432	0.05021345191
433	0.05003505084
434	0.04994876869
435	0.04971829089
436	0.04956034724
437	0.0493959619
438	0.04916646632
439	0.04910956275
440	0.04890972889
441	0.04876997137
442	0.04852844747
443	0.04832910407
444	0.04822953247
445	0.04809147235
446	0.04795170296
447	0.04780140074
448	0.04769824014
449	0.04763600389
450	0.0475704635
451	0.04744900066
452	0.04729646599
453	0.04723823112
454	0.0471415375
455	0.04694794384
456	0.04678368343
457	0.04668036355
458	0.04654642087
459	0.04634671627
460	0.04621277271
461	0.04610779483
462	0.04600119342
463	0.04592314153
464	0.04585150886
465	0.04576448411
466	0.04558835745
467	0.04544977659
468	0.04535699612
469	0.04524381794
470	0.04509907972
471	0.04502973648
472	0.04485340962
473	0.04480693462
474	0.04470819478
475	0.04438911672
476	0.0443062539
477	0.04416310705
478	0.0440398229
479	0.04392099387
480	0.04383437955
481	0.04368914346
482	0.04349442187
483	0.0434016375
484	0.04319964444
485	0.04314058954
486	0.04299711773
487	0.04287508708
488	0.04276984238
489	0.04263850212
490	0.04250220914
491	0.04240949658
492	0.04227070227
493	0.04218792135
494	0.04214147681
495	0.04205149285
496	0.04194323849
497	0.04189317935
498	0.04170976308
499	0.04160465759
500	0.0415257785
501	0.04143604595
502	0.04136738476
503	0.04122147493
504	0.04105880621
505	0.04091882226
506	0.04074702033
507	0.0406157726
508	0.04047581652
509	0.04037983794
510	0.04029588342
511	0.04022993329
512	0.0401118906
513	0.04000897232
514	0.03986570542
515	0.03974389724
516	0.03968111561
517	0.03955128247
518	0.03942695095
519	0.03932487166
520	0.03920261043
521	0.03901280287
522	0.03894058685
523	0.03881739427
524	0.0387779745
525	0.03869715765
526	0.03857509669
527	0.03843473451
528	0.03830933534
529	0.03816335385
530	0.03803658093
531	0.03787712772
532	0.03772379697
533	0.03754214568
534	0.03744699217
535	0.03736153043
536	0.03730818296
537	0.03723947828
538	0.03712544371
539	0.03699228756
540	0.03694362358
541	0.03688341251
542	0.03671950937
543	0.03662408465
544	0.03656648357
545	0.0364510198
546	0.03635740803
547	0.03629108384
548	0.03621953951
549	0.03611874144
550	0.03607733331
551	0.03599965793
552	0.03594801872
553	0.03590939598
554	0.03576822495
555	0.03569471874
556	0.03562045439
557	0.03554274471
558	0.03547446054
559	0.03544073097
560	0.03530410285
561	0.03521313335
562	0.03510336531
563	0.03501007295
564	0.03493126001
565	0.03480474599
566	0.03471979222
567	0.03468836396
568	0.03459625827
569	0.03453689413
570	0.03443775256
571	0.03434322723
572	0.03425593154
573	0.03415278518
574	0.03410640536
575	0.0340155695
576	0.03389558645
577	0.03382110681
578	0.03375357635
579	0.03368439243
580	0.03360784046
581	0.03354786133
582	0.03346058441
583	0.03338309912
584	0.03328309035
585	0.03319592208
586	0.03313248177
587	0.03306612626
588	0.03302683962
589	0.03295245459
590	0.03285414062
591	0.03276161158
592	0.03269804303
593	0.03261844618
594	0.03257690795
595	0.03251880439
596	0.0324186586
597	0.03236019431
598	0.0322727003
599	0.03216372704
600	0.03207925826
601	0.03199724721
602	0.0318897806
603	0.03178576863
604	0.0317293493
605	0.0316367317
606	0.03158539019
607	0.03151900834
608	0.031455486
609	0.03137831308
610	0.03130816841
611	0.03122778525
612	0.03115664608
613	0.03108748066
614	0.03101395965
615	0.03091014656
616	0.03084218993
617	0.03075107629
618	0.03069294435
619	0.0306718904
620	0.03058278023
621	0.0304931562
622	0.03041433719
623	0.03034014873
624	0.03027693872
625	0.03021406494
626	0.03008399455
627	0.02998498612
628	0.02990314074
629	0.0297962581
630	0.02965266792
631	0.02960888102
632	0.02954017761
633	0.02948998133
634	0.0294487785
635	0.02935497391
636	0.02929509671
637	0.02920914691
638	0.02912297781
639	0.02899181936
640	0.02894740034
641	0.02888165696
642	0.02878778519
643	0.02869972376
644	0.02863991677
645	0.02858739874
646	0.02854227169
647	0.02844171994
648	0.02837003535
649	0.02828377216
650	0.02823974186
651	0.02818965934
652	0.02812768487
653	0.02806763382
654	0.02797685923
655	0.02791325699
656	0.02785505335
657	0.02781300329
658	0.02778520479
659	0.02770826001
660	0.02765598889
661	0.02754637714
662	0.02742794214
663	0.02735118328
664	0.02728713159
665	0.02726014086
666	0.0272290388
667	0.02715701907
668	0.0270876112
669	0.02705360549
670	0.02698490442
671	0.02693105449
672	0.02689010492
673	0.02686118195
674	0.02682263115
675	0.02677543058
676	0.02674726279
677	0.02668457383
678	0.02659830498
679	0.02654923333
680	0.02647831575
681	0.02641506036
682	0.02634437386
683	0.02630283948
684	0.02627038704
685	0.0262230492
686	0.02616916697
687	0.02608113461
688	0.0260403091
689	0.02601607143
690	0.02597611657
691	0.02591811144
692	0.02586498393
693	0.02578631705
694	0.02572786814
695	0.02566920285
696	0.02564813172
697	0.02558797485
698	0.0255239319
699	0.02545975687
700	0.02543810577
701	0.02538846793
702	0.02532991887
703	0.02525974543
704	0.025226216
705	0.02518845528
706	0.02517104295
707	0.02512362535
708	0.02510059118
709	0.0250593039
710	0.0249892219
711	0.02489206386
712	0.02482618209
713	0.02475942254
714	0.02469856884
715	0.02464489677
716	0.02460474029
717	0.02456587474
718	0.02452594639
719	0.02445869194
720	0.02441330638
721	0.02439128077
722	0.0243655772
723	0.0242975294
724	0.02427827803
725	0.02423706713
726	0.02419402372
727	0.02414211234
728	0.0241003438
729	0.0240234708
730	0.02398450496
731	0.02395136074
732	0.02393049763
733	0.02386127856
734	0.02382340458
735	0.0237544955
736	0.02370863075
737	0.02368591572
738	0.023656989
739	0.02359333728
740	0.02356142749
741	0.02353607157
742	0.02350922355
743	0.02347634621
744	0.02344283135
745	0.02337304447
746	0.02336139659
747	0.02332526222
748	0.02329710663
749	0.02327556148
750	0.02324262026
751	0.02319742788
752	0.02315175113
753	0.02312641994
754	0.02306055903
755	0.02301743834
756	0.02296189545
757	0.02289814677
758	0.02287178161
759	0.02283153165
760	0.02278733595
761	0.02275949413
762	0.02272705474
763	0.02270433743
764	0.02265437097
765	0.02261657344
766	0.02259789844
767	0.02256677732
768	0.02253311497
769	0.02249522256
770	0.02245493158
771	0.02239057495
772	0.02234818013
773	0.02233716184
774	0.02229806529
775	0.02224521669
776	0.02221972434
777	0.02216818611
778	0.02211851705
779	0.02210020773
780	0.02204665196
781	0.02200902927
782	0.02197990003
783	0.02192701217
784	0.02190063224
785	0.02186358517
786	0.02184199761
787	0.0218021631
788	0.0217680043
789	0.02172933804
790	0.02167842467
791	0.02166023565
792	0.02160909183
793	0.02157084168
794	0.02152006724
795	0.0214780655
796	0.02144328446
797	0.02141785857
798	0.02136526836
799	0.02133542341
800	0.02129623054
801	0.02125007493
802	0.02122162981
803	0.02118069059
804	0.02112658262
805	0.0211010767
806	0.02108020949
807	0.02106279019
808	0.02103975822
809	0.02098427855
810	0.02092772081
811	0.02088006126
812	0.02085143414
813	0.02081372457
814	0.02076683027
815	0.02073302772
816	0.02070881261
817	0.02067457794
818	0.02066181129
819	0.02063097721
820	0.02059169899
821	0.02054961299
822	0.02049178607
823	0.0204694903
824	0.020406307
825	0.02038006304
826	0.02034277632
827	0.02031639787
828	0.02027313229
829	0.02022694772
830	0.02019974877
831	0.02016039998
832	0.02014458648
833	0.0200806371
834	0.02004775288
835	0.02002255495
836	0.01998287553
837	0.0199401535
838	0.01990772123
839	0.01987121335
840	0.0198476971
841	0.01979637763
842	0.01976439471
843	0.01973564572
844	0.01971185323
845	0.01969498397
846	0.01965094235
847	0.01960185033
848	0.01957557814
849	0.01954980558
850	0.01951411588
851	0.01947190137
852	0.01944620447
853	0.01939022365
854	0.01937708795
855	0.01933888925
856	0.01931512918
857	0.01929659917
858	0.01928177516
859	0.0192553066
860	0.01923935047
861	0.0191989985
862	0.01915536804
863	0.01912918657
864	0.01908848161
865	0.01905029567
866	0.01903118906
867	0.01900359205
868	0.01899099087
869	0.0189448154
870	0.01888206414
871	0.01887269907
872	0.01884701112
873	0.01882189657
874	0.01876954961
875	0.0187309545
876	0.0187091703
877	0.0186793749
878	0.01862737084
879	0.01859493852
880	0.01856796675
881	0.01853084191
882	0.01849228514
883	0.01846792516
884	0.01845170641
885	0.01841925281
886	0.01837392221
887	0.01834354048
888	0.01830785309
889	0.0182918502
890	0.01826769054
891	0.01822161779
892	0.01819193823
893	0.0181535276
894	0.01812047925
895	0.01809870024
896	0.01807744044
897	0.01806063658
898	0.01803244291
899	0.01799832952
900	0.01796274133
901	0.0179346
902	0.01791489027
903	0.01788461698
904	0.01784965787
905	0.01782540396
906	0.01778102318
907	0.01775111145
908	0.01772316683
909	0.01771421036
910	0.0176898303
911	0.01767534378
912	0.01766057105
913	0.01763343498
914	0.0176141052
915	0.01758034262
916	0.01756972529
917	0.01754287895
918	0.01752193549
919	0.01746746024
920	0.01743841798
921	0.01740966757
922	0.01737230454
923	0.01733451428
924	0.01729972556
925	0.01727260823
926	0.01724931984
927	0.01721432595
928	0.01717285144
929	0.01716253777
930	0.01710911118
931	0.01709976113
932	0.01706746368
933	0.01702434963
934	0.01700172418
935	0.01697376476
936	0.01694611625
937	0.01692254446
938	0.01688948024
939	0.01686962509
940	0.01683120007
941	0.01680828308
942	0.01678625217
943	0.01675767375
944	0.01672599999
945	0.01670535925
946	0.01669610875
947	0.01666725065
948	0.01665090473
949	0.01662234757
950	0.01660807136
951	0.01658603475
952	0.01654606334
953	0.01652279198
954	0.01648727936
955	0.01646643983
956	0.0164432635
957	0.01643300682
958	0.01641832362
959	0.01640235853
960	0.01638464066
961	0.01636136724
962	0.01634506172
963	0.01633127177
964	0.01630957974
965	0.01628949494
966	0.0162375809
967	0.01621875503
968	0.01619815846
969	0.01617332395
970	0.01613564066
971	0.01610566274
972	0.01609716926
973	0.01608704511
974	0.01604633193
975	0.0160277047
976	0.01600189968
977	0.0159711166
978	0.01595328234
979	0.01593765147
980	0.01591226781
981	0.01588526198
982	0.01587109762
983	0.01584695647
984	0.01582161355
985	0.01580911255
986	0.01578770061
987	0.01576386739
988	0.01573650636
989	0.01570707549
990	0.0156941181
991	0.015664716
992	0.01563808396
993	0.01561776219
994	0.01560596011
995	0.0155943679
996	0.01557985069
997	0.01554910875
998	0.01551343465
999	0.01549503167
