iter	RMSE
655	29.40115143
656	29.3936051
657	29.38637303
658	29.37114214
659	29.362201
660	29.35312513
661	29.35254069
662	29.34604047
663	29.33841649
664	29.33803855
665	29.32721183
666	29.31745759
667	29.30506337
668	29.29701718
669	29.28818785
670	29.28278281
671	29.26940258
672	29.25645103
673	29.2446883
674	29.23227982
675	29.22540427
676	29.21624099
677	29.20211812
678	29.19691499
679	29.18307201
680	29.16973618
681	29.16906068
682	29.15916652
683	29.15268961
684	29.14430181
685	29.13737706
686	29.12753825
687	29.11836455
688	29.11170843
689	29.10320027
690	29.09490439
691	29.08568883
692	29.07410363
693	29.06734763
694	29.05954629
695	29.05229674
696	29.04206263
697	29.02914205
698	29.02394319
699	29.01643953
700	29.00227874
701	28.99704087
702	28.9923935
703	28.9735609
704	28.96400542
705	28.94524432
706	28.92984379
707	28.929301
708	28.91970899
709	28.90596893
710	28.89698644
711	28.87964775
712	28.86825958
713	28.8558861
714	28.84675769
715	28.84047192
716	28.83133077
717	28.81638944
718	28.80651881
719	28.79992859
720	28.79187397
721	28.78163899
722	28.78101115
723	28.77193292
724	28.76977571
725	28.75836075
726	28.75795262
727	28.75100973
728	28.73847047
729	28.72856218
730	28.72197729
731	28.71683588
732	28.71621568
733	28.70440849
734	28.69855617
735	28.6898665
736	28.68668004
737	28.6826561
738	28.67345657
739	28.6658464
740	28.65665615
741	28.65077329
742	28.63471156
743	28.62458856
744	28.61428606
745	28.60733227
746	28.60339587
747	28.60298723
748	28.59509535
749	28.58807537
750	28.58039409
751	28.57126319
752	28.56476183
753	28.55741799
754	28.54103895
755	28.53563593
756	28.52863069
757	28.51652745
758	28.5078985
759	28.49990174
760	28.49377555
761	28.47294782
762	28.46690737
763	28.45714746
764	28.44172792
765	28.44123404
766	28.43366499
767	28.42220448
768	28.41769132
769	28.41561087
770	28.40694377
771	28.40377786
772	28.39574125
773	28.3790185
774	28.36764077
775	28.3592122
776	28.34576946
777	28.34057877
778	28.32928797
779	28.31629508
780	28.30987395
781	28.29836832
782	28.29102078
783	28.28779296
784	28.27032974
785	28.26200603
786	28.25267522
787	28.24682356
788	28.23574745
789	28.22865512
790	28.22552552
791	28.21372054
792	28.20955749
793	28.20474485
794	28.19582285
795	28.19334742
796	28.18288089
797	28.17690899
798	28.16842345
799	28.16269579
800	28.14430589
801	28.13195742
802	28.12324998
803	28.11612357
804	28.10944951
805	28.09809462
806	28.08896798
807	28.07675927
808	28.06909605
809	28.05824095
810	28.04579234
811	28.03908757
812	28.02903719
813	28.01679794
814	28.00486846
815	27.9951155
816	27.98934161
817	27.97973312
818	27.97802811
819	27.97056351
820	27.96215431
821	27.94986395
822	27.94242526
823	27.93286855
824	27.92495032
825	27.9224527
826	27.91349829
827	27.89639683
828	27.8912563
829	27.87885773
830	27.86713215
831	27.8589867
832	27.84966728
833	27.84607253
834	27.8370756
835	27.8323971
836	27.81906528
837	27.81788392
838	27.80995756
839	27.79695937
840	27.78901454
841	27.78860831
842	27.78048284
843	27.77184088
844	27.7672407
845	27.76306744
846	27.75467977
847	27.75431446
848	27.7451965
849	27.7387983
850	27.72994427
851	27.7190905
852	27.70424145
853	27.69760763
854	27.69249816
855	27.6877097
856	27.6777456
857	27.66529852
858	27.65752578
859	27.65707011
860	27.65127848
861	27.64511112
862	27.6361148
863	27.6284428
864	27.62810199
865	27.61849822
866	27.60474574
867	27.59530749
868	27.58287151
869	27.57368054
870	27.56508598
871	27.55435004
872	27.54374232
873	27.53334815
874	27.52908147
875	27.52864454
876	27.5242222
877	27.51383458
878	27.50845791
879	27.4991453
880	27.48758582
881	27.4786484
882	27.4672241
883	27.45336369
884	27.44483243
885	27.44065002
886	27.43462338
887	27.43122534
888	27.4238434
889	27.41618263
890	27.4157634
891	27.40808648
892	27.40267675
893	27.39600898
894	27.38493134
895	27.37901379
896	27.37153312
897	27.36718348
898	27.36481
899	27.35830717
900	27.35304866
901	27.34601461
902	27.34390338
903	27.3383785
904	27.32554205
905	27.31304146
906	27.30392568
907	27.30354016
908	27.29642519
909	27.29246877
910	27.28141286
911	27.27252857
912	27.26774586
913	27.25694308
914	27.25356779
915	27.2470717
916	27.23620414
917	27.23574158
918	27.22527802
919	27.21872549
920	27.21283824
921	27.20772625
922	27.19420438
923	27.18064491
924	27.17277802
925	27.16123543
926	27.15542639
927	27.15512529
928	27.15029613
929	27.13900165
930	27.13027634
931	27.12437789
932	27.12408483
933	27.1196198
934	27.11757146
935	27.10878465
936	27.10088949
937	27.09087195
938	27.08030738
939	27.07674354
940	27.07426926
941	27.07393404
942	27.07040774
943	27.06354275
944	27.06318691
945	27.04931041
946	27.03854499
947	27.03539038
948	27.02871794
949	27.02461356
950	27.01037414
951	27.00406304
952	26.99754485
953	26.98901746
954	26.97774953
955	26.97346471
956	26.96574827
957	26.95618229
958	26.94776145
959	26.94745674
960	26.93811682
961	26.93098614
962	26.92066986
963	26.91533252
964	26.90652702
965	26.89442618
966	26.88338648
967	26.88092327
968	26.87598722
969	26.86981598
970	26.86375613
971	26.85932166
972	26.85598542
973	26.84592218
974	26.8339312
975	26.82706218
976	26.82287629
977	26.81410505
978	26.8096552
979	26.80221819
980	26.79347127
981	26.78951412
982	26.7816269
983	26.77528637
984	26.76169068
985	26.75086235
986	26.74045796
987	26.73135616
988	26.7213595
989	26.71894236
990	26.71140692
991	26.70563359
992	26.69676418
993	26.69180318
994	26.68369304
995	26.67890746
996	26.66462091
997	26.66171455
998	26.65268484
999	26.64521393
