jing,ceng,wei,DEPT,SP,PE,CAL,GR,U,TH,K,AC,CNL,DEN,RLLS,RLLD,LABEL
27,42,盒6,4213.3958,59.6013,2.3876,27.4635,36.0173,0.2015,10.778,0.8004,213.1447,12.7012,2.4914,48.6943,51.7434,1
27,42,盒6,4213.5208,59.7643,2.3958,27.4419,35.777,0.2015,11.6632,0.7338,211.1468,13.4349,2.4611,51.236,54.1307,1
27,42,盒6,4213.6458,59.9176,2.3983,27.423,38.0087,0.2015,12.1834,0.6911,210.2817,14.354,2.4474,52.2538,54.9233,1
27,42,盒6,4213.7708,60.0767,2.3908,27.3084,41.3261,0.2015,12.3926,0.6733,209.288,14.9456,2.4521,52.1129,54.5586,1
27,42,盒6,4213.8958,60.2591,2.3783,27.0571,44.554,0.2015,12.4849,0.6596,207.1631,15.2942,2.472,51.6662,53.8847,1
27,42,盒6,4214.0208,60.4807,2.3659,26.7966,48.2759,0.422,12.5966,0.6506,204.5556,15.7782,2.5004,51.0162,52.8947,1
27,42,盒6,4214.1458,60.7699,2.3475,26.6645,54.0076,0.9294,12.8065,0.6697,203.3558,16.6405,2.5328,49.2226,50.562,1
27,42,盒6,4214.2708,61.1485,2.3117,26.642,62.7797,1.4775,13.0157,0.7293,205.127,17.7457,2.5679,45.5797,46.3194,1
27,42,盒6,4214.3958,61.6267,2.2547,26.6099,73.9571,1.8303,13.2687,0.9143,209.089,18.6202,2.5933,40.6652,40.9473,1
27,50,2-盒8下,4281.7708,67.0602,2.2617,25.2066,35.9801,0.3357,7.6533,0.9301,221.8041,4.6615,2.4645,81.5756,63.9706,4
27,50,2-盒8下,4281.8958,67.2863,2.3137,25.2445,33.5586,0.3766,7.3452,0.8499,219.1024,4.373,2.4169,95.3118,74.9412,4
27,50,2-盒8下,4282.0208,67.4364,2.3833,25.5816,31.0964,0.6459,6.4663,0.6798,214.38,4.094,2.3766,115.0457,90.7455,4
27,50,2-盒8下,4282.1458,67.5607,2.4637,26.3705,28.2075,0.8944,5.7029,0.5648,209.4351,3.6286,2.3461,141.9743,112.3121,4
27,50,2-盒8下,4282.2708,67.7238,2.5265,27.3926,25.6784,1.0729,5.1583,0.4974,206.0822,3.1158,2.3274,174.8898,138.8497,4
27,50,2-盒8下,4282.3958,67.9903,2.5607,27.9672,24.4496,1.0893,5.2923,0.4879,204.6649,2.752,2.324,200.4611,160.5077,4
27,50,2-盒8下,4282.5208,68.3874,2.5733,27.7624,25.0153,1.1077,6.2479,0.523,204.5591,2.6626,2.3374,202.8179,165.0171,4
27,50,2-盒8下,4282.6458,68.931,2.5684,26.9327,27.5724,1.2927,7.2621,0.5845,205.5305,2.8171,2.3721,172.4457,143.6052,4
27,50,2-盒8下,4282.7708,69.5727,2.5266,26.098,31.7518,1.5166,7.7278,0.6359,206.801,3.2469,2.4122,126.6829,108.0024,4
27,50,2-盒8下,4282.8958,70.2629,2.4765,25.5911,37.2668,1.5845,7.8678,0.6591,207.8694,3.9437,2.4239,84.1845,72.8746,4
27,50,2-盒8下,4283.0208,70.947,2.4264,25.4952,43.1827,1.6264,8.0441,0.6794,209.5515,4.7535,2.4356,57.6108,49.7284,4
27,50,2-盒8下,4283.1458,71.5915,2.3002,25.5249,47.3575,1.7096,8.1521,0.697,212.4291,5.5096,2.4357,43.0562,36.6721,4
27,50,2-盒8下,4283.2708,72.1854,2.1839,25.4304,48.2838,1.7838,8.1183,0.7025,216.0825,6.0703,2.4373,35.4415,29.7145,4
27,50,2-盒8下,4283.3958,72.7366,2.0918,25.1624,46.587,1.7905,8.0863,0.6968,220.4566,6.3845,2.4534,30.6096,25.2234,4
27,50,2-盒8下,4283.5208,73.2709,2.0116,24.9224,44.3325,1.7421,8.0669,0.6883,225.7689,6.4336,2.4569,26.7794,21.6514,4
27,50,2-盒8下,4283.6458,73.8118,1.9406,24.842,42.0617,1.6754,7.9056,0.6835,231.0401,6.3198,2.4436,23.9039,19.0257,4
27,50,2-盒8下,4283.7708,74.3819,1.9262,24.8523,39.3579,1.615,7.5914,0.6902,234.5287,6.1147,2.4263,22.2973,17.6412,4
27,50,2-盒8下,4283.8958,74.9921,1.9842,24.861,36.4544,1.507,7.1109,0.7214,236.1973,5.8227,2.4187,21.8486,17.3664,4
27,50,2-盒8下,4284.0208,75.6575,2.0529,24.8582,34.627,1.452,6.6241,0.7661,236.3827,5.3698,2.4244,22.3673,18.0402,4
27,50,2-盒8下,4284.1458,76.3817,2.0638,24.8652,34.5501,1.479,6.3262,0.7997,234.984,4.7505,2.4403,23.6238,19.5136,4
27,50,2-盒8下,4284.2708,77.159,2.0272,24.8936,35.5723,1.5571,6.2777,0.8081,231.9016,4.2162,2.4603,25.7665,21.9671,4
27,50,2-盒8下,4284.3958,77.9725,2.0027,24.9563,36.2925,1.6872,6.4052,0.8238,227.0717,3.9797,2.4831,29.4297,26.0135,4
27,50,2-盒8下,4284.5208,78.7896,2.0809,25.0532,36.7305,2.3082,7.6915,0.9624,220.465,4.0428,2.5094,34.9752,31.9782,4
27,50,2-盒8下,4284.6458,79.5804,2.2612,25.1734,39.2357,3.3896,11.0837,1.321,212.5225,4.3053,2.5368,42.8537,40.22,4
27,50,2-盒8下,4284.7708,80.3228,2.4233,25.3017,47.6086,4.5071,15.505,1.7266,205.573,4.9331,2.5666,53.1504,50.3478,4
27,50,2-盒8下,4284.8958,81.0243,2.4759,25.4677,62.4482,5.1695,18.9727,1.9808,201.4662,6.5668,2.6018,63.2665,59.3982,4
27,53,3-山1,4322.2708,72.2001,2.9334,25.0967,98.8214,2.5137,11.0568,1.392,201.6007,6.1991,2.6192,64.1719,60.6625,4
27,53,3-山1,4322.3958,71.6934,2.6344,25.0513,75.9833,2.1757,8.2406,1.3629,198.7092,6.3581,2.6024,65.2983,61.5293,4
27,53,3-山1,4322.5208,71.1492,2.4781,25.0634,61.5916,1.9911,7.851,1.3874,197.9206,6.6336,2.6008,65.5542,61.7008,4
27,53,3-山1,4322.6458,70.54,2.361,25.0908,55.7457,1.8347,7.8433,1.4218,199.4959,6.7708,2.6031,65.5836,61.7089,4
27,53,3-山1,4322.7708,69.8737,2.3098,25.0937,53.9746,1.5944,7.7657,1.497,201.9883,6.8863,2.6065,65.5879,61.6995,4
27,53,3-山1,4322.8958,69.1661,2.325,25.0766,54.1943,1.3065,7.7653,1.6203,203.9666,7.0639,2.6091,65.5802,61.6836,4
27,53,3-山1,4323.0208,68.4559,2.3921,25.0682,55.1504,1.1106,7.7804,1.7536,204.637,7.3066,2.6101,65.5687,61.6598,4
27,53,3-山1,4323.1458,67.7899,2.4782,25.0795,56.3301,1.0944,7.6192,1.8333,204.432,7.5432,2.6095,65.5445,61.6062,4
27,53,3-山1,4323.2708,67.217,2.5518,25.0999,57.4353,1.1607,7.3887,1.8667,203.629,7.6759,2.6086,65.3661,61.3808,4
27,53,3-山1,4323.3958,66.7712,2.5999,25.1109,58.5153,1.2805,7.1091,1.8792,202.496,7.7349,2.6085,64.5767,60.5744,4
27,53,3-山1,4323.5208,66.4428,2.6373,25.1119,60.3074,1.4015,6.8767,1.8857,201.5914,7.808,2.6092,62.7788,58.8521,4
27,53,3-山1,4323.6458,66.2142,2.6657,25.1123,63.1513,1.4772,6.8016,1.8905,201.4447,7.9949,2.6088,59.807,56.0867,4
27,53,3-山1,4323.7708,66.037,2.6773,25.1171,66.1919,1.4976,6.9528,1.9002,201.904,8.2924,2.6067,56.2967,52.8585,4
27,53,3-山1,4323.8958,65.875,2.6767,25.1225,68.044,1.4644,7.3021,1.9147,202.7155,8.6138,2.605,53.0666,49.8947,4
27,53,3-山1,4324.0208,65.7042,2.6773,25.1213,67.4491,1.3979,7.6908,1.9303,203.7564,8.7865,2.606,51.0037,47.9586,4
27,53,3-山1,4324.1458,65.5234,2.6846,25.1133,65.8439,1.3342,8.0199,1.9358,204.5646,8.7107,2.6098,50.2556,47.1478,4
27,53,3-山1,4324.2708,65.3487,2.6885,25.1054,65.2139,1.3106,8.3434,1.9189,204.7286,8.461,2.6133,50.5053,47.1752,4
27,53,3-山1,4324.3958,65.2108,2.674,25.1051,66.6688,1.3291,8.6492,1.8798,204.2831,8.3454,2.6131,50.9931,47.4038,4
27,53,3-山1,4324.5208,65.1257,2.649,25.1172,68.6945,1.4001,8.7879,1.83,203.795,8.5009,2.6078,51.0356,47.2732,4
27,53,3-山1,4324.6458,65.1002,2.6353,25.1574,69.7897,1.5094,8.703,1.7795,203.7578,8.8578,2.6013,50.4629,46.653,4
27,53,3-山1,4324.7708,65.1262,2.6389,25.21,69.9876,1.637,8.4175,1.7286,204.6927,9.1566,2.5958,49.6679,45.9067,4
27,53,3-山1,4324.8958,65.185,2.5998,25.2343,70.3547,1.7544,8.0577,1.6821,206.4873,9.2703,2.5865,49.3337,45.6483,4
27,53,3-山1,4325.0208,65.2648,2.4509,25.2084,70.7581,1.8626,7.7496,1.6439,208.5161,9.2687,2.566,50.1525,46.4965,4
27,54,3-山1,4325.1458,65.3477,2.2229,25.1627,69.2503,1.9044,7.3694,1.6054,210.1893,9.2952,2.5306,52.3731,48.6185,4
27,54,3-山1,4325.2708,65.4174,2.0287,25.134,64.8107,1.735,6.376,1.4473,211.7784,9.3235,2.4899,55.517,51.5101,4
27,54,3-山1,4325.3958,65.4567,1.9545,25.1295,58.0466,1.504,5.0645,1.2065,213.7181,9.1927,2.4624,58.5259,54.1789,4
27,54,3-山1,4325.5208,65.4614,2.0005,25.1294,51.1907,1.4007,4.1747,1.0038,216.1862,8.8284,2.4519,60.2515,55.6837,4
27,54,3-山1,4325.6458,65.4341,2.1276,25.1322,45.6073,1.4144,3.9625,0.928,219.4002,8.2806,2.4448,60.5256,55.9831,4
27,54,3-山1,4325.7708,65.3805,2.2922,25.1369,42.0085,1.4273,3.9219,0.8918,223.3102,7.8121,2.4344,60.1328,55.8446,4
27,54,3-山1,4325.8958,65.3169,2.4398,25.1452,39.9613,1.4428,3.884,0.8665,226.8875,7.6866,2.4251,60.4006,56.3705,4
27,54,3-山1,4326.0208,65.2544,2.5515,25.1728,39.2358,1.4983,3.7859,0.843,229.1925,8.0283,2.4247,62.0637,58.1488,4
27,54,3-山1,4326.1458,65.2046,2.6388,25.2246,39.2028,1.6146,3.623,0.8419,229.5557,8.5508,2.4343,65.643,61.625,4
27,54,3-山1,4326.2708,65.1778,2.7393,25.2859,39.0861,1.7614,3.4682,0.8589,228.2349,8.8773,2.4535,71.3649,67.0069,4
27,54,3-山1,4326.3958,65.1917,2.8735,25.354,38.5778,1.8995,3.4193,0.8818,225.4407,8.7994,2.4825,80.1137,75.0013,4
27,54,3-山1,4326.5208,65.2638,3.0073,25.4333,37.8718,2.0239,3.4669,0.907,221.5086,8.5445,2.5191,92.3527,85.6816,4
27,54,3-山1,4326.6458,65.3927,3.079,25.515,37.8259,2.1626,3.4889,0.9293,217.1227,8.3606,2.5406,105.3343,96.2939,4
27,54,3-山1,4326.7708,65.573,3.0604,25.5735,40.871,2.3032,3.534,0.9425,213.7756,8.4149,2.5434,111.9217,100.5879,4
27,54,3-山1,4326.8958,65.7875,2.9945,25.5982,51.958,2.5121,4.3557,1.025,214.1046,8.6242,2.542,105.2456,93.3758,4
27,58,5-山2_2,4363.5208,85.9854,2.8216,24.889,71.6579,2.2993,7.2507,2.1831,225.3643,8.0142,2.5544,30.8156,34.2566,4
27,58,5-山2_2,4363.6458,86.4394,2.8139,24.8853,68.3628,2.2844,6.7425,2.1135,227.7841,7.8155,2.5415,31.8348,35.4229,4
27,58,5-山2_2,4363.7708,86.8362,2.8047,24.888,65.6227,2.1764,6.9709,2.1082,228.4451,7.5784,2.5356,33.4035,37.1747,4
27,58,5-山2_2,4363.8958,87.1711,2.785,24.9026,63.0837,2.0719,7.4268,2.1122,227.9854,7.4624,2.5342,35.1914,39.137,4
27,58,5-山2_2,4364.0208,87.4491,2.7434,24.9254,60.9296,2.0001,7.756,2.105,227.3011,7.4846,2.5335,36.6685,40.7492,4
27,58,5-山2_2,4364.1458,87.6963,2.6814,24.9397,60.7529,1.9449,7.9132,2.114,226.7525,7.5637,2.534,37.6543,41.8338,4
27,58,5-山2_2,4364.2708,87.9273,2.6209,24.9342,63.0403,1.8663,8.0634,2.1338,226.1802,7.5543,2.5372,38.2489,42.5003,4
27,58,5-山2_2,4364.3958,88.1517,2.5727,24.9102,65.5551,1.7861,8.2282,2.1449,225.3308,7.4038,2.5396,38.7428,43.0339,4
27,58,5-山2_2,4364.5208,88.371,2.5385,24.8844,66.207,1.7252,8.331,2.1357,224.4263,7.1851,2.5376,39.2118,43.4752,4
27,58,5-山2_2,4364.6458,88.5815,2.5162,24.872,65.1551,1.6316,8.3661,2.1187,224.0194,7.0357,2.5313,39.3442,43.4676,4
27,58,5-山2_2,4364.7708,88.7794,2.4993,24.8746,64.3823,1.4763,8.5031,2.0938,224.5263,7.0176,2.5252,38.7195,42.6109,4
27,58,5-山2_2,4364.8958,88.965,2.4683,24.8824,64.8416,1.2935,8.7292,2.0845,225.7897,7.1831,2.5217,37.3845,41.025,4
27,58,5-山2_2,4365.0208,89.1374,2.4532,24.8871,65.8413,1.067,8.9667,2.1444,227.2406,7.5124,2.5204,35.69,39.1358,4
27,58,5-山2_2,4365.1458,89.294,2.5426,24.89,66.3361,0.7731,9.1974,2.2853,227.9229,7.9202,2.5205,34.1628,37.4998,4
27,58,5-山2_2,4365.2708,89.4265,2.7358,24.8969,66.5781,0.5129,9.3379,2.4425,227.5082,8.2501,2.5231,33.0622,36.365,4
27,58,5-山2_2,4365.3958,89.5112,2.899,24.9079,67.9385,0.3577,9.3423,2.5578,226.5759,8.4528,2.5278,32.5437,35.8719,4
27,58,5-山2_2,4365.5208,89.5313,2.9214,24.9131,71.197,0.2783,9.2688,2.6515,226.1693,8.5598,2.5312,32.4951,35.8968,4
27,58,5-山2_2,4365.6458,89.4684,2.8702,24.9065,76.2924,0.3753,9.0639,2.754,226.5425,8.5863,2.5294,32.8999,36.4363,4
27,58,5-山2_2,4365.7708,89.3051,2.8245,24.8924,81.6066,0.8104,9.0005,2.7769,227.3685,8.5128,2.5225,33.8627,37.5892,4
27,58,5-山2_2,4365.8958,89.055,2.8047,24.8832,84.93,1.4072,9.381,2.6708,228.2893,8.3597,2.5132,35.2645,39.1556,4
27,58,5-山2_2,4366.0208,88.7247,2.7931,24.8855,84.7974,1.8122,9.986,2.5125,229.1574,8.157,2.5032,36.674,40.5961,4
27,58,5-山2_2,4366.1458,88.3314,2.7869,24.8892,81.8119,1.9292,10.2629,2.4227,229.8922,7.8676,2.4911,37.2216,40.978,4
27,58,5-山2_2,4366.2708,87.8978,2.7858,24.8836,77.9349,1.9232,10.3249,2.3832,230.7336,7.4496,2.4758,36.4943,39.9546,4
27,58,5-山2_2,4366.3958,87.4373,2.7897,24.885,73.7139,1.8549,10.4024,2.2892,232.1701,6.982,2.4608,34.5692,37.7035,4
27,58,5-山2_2,4366.5208,86.9608,2.7963,24.9327,68.8122,1.7478,10.4405,2.151,234.3382,6.5969,2.4523,32.2792,35.1552,4
27,58,5-山2_2,4366.6458,86.471,2.7922,25.0249,64.4108,1.6122,10.3816,2.0075,236.6823,6.4517,2.4543,30.3644,33.075,4
27,58,5-山2_2,4366.7708,85.9636,2.7847,25.1019,63.0015,1.5569,10.1668,1.9452,238.06,6.5571,2.4651,29.3767,32.0084,4
27,58,5-山2_2,4366.8958,85.441,2.8148,25.1073,65.3014,1.6493,9.5721,1.9606,237.7959,6.9066,2.4796,29.2597,31.848,4
27,58,5-山2_2,4367.0208,84.9139,2.879,25.06,69.5585,1.86,8.6604,2.0342,235.9592,7.4385,2.4949,29.7392,32.2791,4
27,58,5-山2_2,4367.1458,84.4083,2.9249,25.0179,72.3552,2.0469,7.7534,2.1137,232.7574,7.9995,2.5102,30.4467,32.9001,4
27,58,5-山2_2,4367.2708,83.9495,2.9412,25.0017,72.7438,2.2109,6.9358,2.193,228.9354,8.3306,2.5262,31.027,33.3644,4
27,58,5-山2_2,4367.3958,83.5583,2.9633,24.9964,72.086,2.3544,6.2287,2.2727,225.3572,8.3197,2.5429,31.2981,33.5216,4
