jing,ceng,wei,DEPT,SP,PE,CAL,GR,U,TH,K,AC,CNL,DEN,RLLS,RLLD,LABEL
40,45,3-山1,4120.5098,88.5397,2.7712,25.02112676,68.5711,2.5949,12.3436,1.5474,197.3402,11.5654,2.5959,66.0233,56.5618,4
40,45,3-山1,4120.6348,87.717,2.5923,25.02112676,69.4747,2.4159,11.912,1.5784,197.0456,12.2025,2.5971,65.822,56.6125,4
40,45,3-山1,4120.7598,86.9005,2.4489,25.02112676,75.1966,2.2723,11.2773,1.6503,198.0185,12.4784,2.6028,65.3443,56.5542,4
40,45,3-山1,4120.8848,86.1048,2.3868,25.02112676,84.4544,2.4859,10.1124,1.7409,198.814,12.2779,2.6087,65.0392,56.6666,4
40,45,3-山1,4121.0098,85.3466,2.3432,25.02112676,92.5166,2.9302,8.638,1.8344,200.3584,11.7406,2.6141,65.3602,57.2503,4
40,45,3-山1,4121.1348,84.6354,2.2915,25.02112676,96.4057,3.1184,7.6191,1.9419,202.9445,10.7963,2.6222,66.7001,58.5019,4
40,45,3-山1,4121.2598,83.9857,2.2732,25.02112676,95.9822,2.9747,7.3601,2.0357,204.7007,9.3328,2.6338,68.4055,59.8451,4
40,45,3-山1,4121.3848,83.4011,2.3391,25.02112676,94.241,2.8389,7.3878,2.0817,204.8033,7.9722,2.645,69.5868,60.6144,4
40,45,3-山1,4121.5098,82.8783,2.4854,25.02112676,92.6087,2.7688,7.5954,2.0768,204.0762,7.332,2.6531,69.6769,60.5097,4
40,45,3-山1,4121.6348,82.4193,2.613,25.02112676,90.8059,2.6235,8.0263,2.0672,203.1255,7.4637,2.6584,69.2867,60.0964,4
40,45,3-山1,4121.7598,82.0087,2.6581,25.02112676,88.7485,2.4435,8.5673,2.0572,202.2571,7.7349,2.6636,69.0493,59.8388,4
40,45,3-山1,4121.8848,81.6353,2.6639,25.02112676,87.122,2.3123,8.9552,2.0539,201.4646,7.7666,2.6682,69.0297,59.7426,4
40,45,3-山1,4122.0098,81.2894,2.7531,25.02112676,86.6533,2.2355,9.1211,2.0666,200.5476,7.6428,2.6689,68.7753,59.4796,4
40,45,3-山1,4122.1348,80.9577,2.9322,25.02112676,86.5248,2.2488,9.0454,2.0868,199.8629,7.5565,2.6635,68.0394,58.9115,4
40,45,3-山1,4122.2598,80.6352,3.0478,25.02112676,86.2712,2.409,8.6837,2.096,199.9128,7.5466,2.6541,67.1153,58.2924,4
40,45,3-山1,4122.3848,80.3224,2.9493,25.02112676,85.7622,2.63,8.2066,2.0987,201.0781,7.6368,2.6487,66.3925,57.9357,4
40,45,3-山1,4122.5098,80.0247,2.6852,25.02112676,83.8839,2.8266,7.7974,2.0926,203.3537,7.7298,2.6525,66.2036,58.1202,4
40,45,3-山1,4122.6348,79.7552,2.4491,25.02112676,78.9996,2.936,7.6692,2.0755,206.2173,7.6922,2.6648,66.6269,58.862,4
40,45,3-山1,4122.7598,79.5308,2.3528,25.02112676,71.334,2.9727,7.8021,2.0601,208.795,7.541,2.6758,67.7041,60.1506,4
40,45,3-山1,4122.8848,79.3614,2.374,25.02112676,62.8933,2.9285,8.0354,2.0482,210.0125,7.4215,2.6772,69.7844,62.2973,4
40,45,3-山1,4123.0098,79.2685,2.4066,25.02112676,55.6049,2.7454,7.9523,1.9448,210.1565,7.2896,2.6646,72.9551,65.4493,4
40,45,3-山1,4123.1348,79.2606,2.3682,25.02112676,50.1285,2.359,7.3268,1.7144,209.8666,6.9311,2.6439,76.9361,69.4207,4
40,45,3-山1,4123.2598,79.3418,2.2384,25.02112676,46.3537,1.8284,6.5903,1.4505,209.9915,6.3559,2.6234,81.1883,73.7456,4
40,47,3-山1,4130.1348,90.4367,2.1578,24.87304471,95.0871,3.4915,10.0395,2.0456,204.6111,9.1688,2.6726,42.9512,40.9599,4
40,47,3-山1,4130.2598,89.4041,2.2564,24.87304471,95.2114,3.5533,10.178,1.9812,203.4633,9.2874,2.6742,44.2657,42.2173,4
40,47,3-山1,4130.3848,88.4102,2.469,24.87304471,95.6595,3.5666,10.2572,1.9401,202.0523,9.498,2.6768,46.2254,43.9029,4
40,47,3-山1,4130.5098,87.4609,2.6467,24.87304471,94.7621,3.5486,10.2286,1.9197,200.9597,9.7524,2.6769,47.9156,45.2184,4
40,47,3-山1,4130.6348,86.568,2.6409,24.87304471,91.0886,3.2196,9.9742,2.0238,200.697,9.8849,2.6702,48.6208,45.6412,4
40,47,3-山1,4130.7598,85.7402,2.4642,24.87304471,86.3812,2.3348,9.4975,2.3354,200.9294,9.8456,2.6589,48.3232,45.2425,4
40,47,3-山1,4130.8848,84.9826,2.2814,24.87304471,83.8089,1.4083,9.0892,2.6547,201.6967,9.6957,2.6494,47.4376,44.4469,4
40,47,3-山1,4131.0098,84.3137,2.1914,24.87304471,84.7646,0.9191,8.9171,2.8029,203.2972,9.5904,2.6444,46.586,43.7895,4
40,47,3-山1,4131.1348,83.7368,2.1786,24.87304471,86.2077,0.7337,8.9106,2.8323,204.8183,9.6617,2.641,46.2065,43.6345,4
40,47,3-山1,4131.2598,83.253,2.179,24.87304471,85.1798,0.6025,8.8887,2.8177,206.0942,9.76,2.6355,46.6318,44.2297,4
40,47,3-山1,4131.3848,82.8766,2.1632,24.87304471,80.2233,0.5589,8.7909,2.713,207.8417,9.562,2.6265,47.7712,45.4675,4
40,47,3-山1,4131.5098,82.5926,2.1498,24.87304471,73.3223,0.5991,8.6399,2.5049,210.032,8.9399,2.6178,49.5328,47.2647,4
40,47,3-山1,4131.6348,82.3979,2.1536,24.87304471,66.1582,0.6634,8.247,2.2326,211.9767,8.2503,2.6138,51.8367,49.5541,4
40,47,3-山1,4131.7598,82.2881,2.1429,24.87304471,59.5675,0.8503,7.4303,1.9081,213.942,7.8311,2.6176,54.5548,52.2112,4
40,47,3-山1,4131.8848,82.2392,2.0752,24.87304471,53.995,1.1487,6.5321,1.6115,216.685,7.7527,2.6247,57.26,54.8909,4
40,48,3-山1,4132.1348,82.2594,1.9237,24.87304471,47.6747,1.4521,5.7199,1.2716,222.5841,7.4227,2.6225,62.0215,60.1059,4
40,48,3-山1,4132.2598,82.2905,1.9509,24.87304471,46.0013,1.4182,5.6442,1.2152,224.6878,6.887,2.6093,65.2426,63.5778,4
40,48,3-山1,4132.3848,82.3174,2.0225,24.87304471,44.795,1.3096,5.6409,1.1992,225.7586,6.3847,2.5957,69.2617,67.6019,4
40,48,3-山1,4132.5098,82.3317,2.0583,24.87304471,43.7405,1.0116,5.739,1.2102,224.7118,6.0985,2.5868,73.2278,71.3038,4
40,48,3-山1,4132.6348,82.3306,2.0196,24.87304471,42.7277,0.5881,5.9829,1.2421,221.3065,5.9624,2.581,75.7445,73.4484,4
40,48,3-山1,4132.7598,82.3136,1.9349,24.87304471,42.0663,0.2096,6.296,1.2783,216.8626,5.8319,2.5762,76.8012,74.0946,4
40,48,3-山1,4132.8848,82.2889,1.9043,24.87304471,42.4207,0.0273,6.5223,1.302,212.6118,5.696,2.5729,77.2287,73.9419,4
40,48,3-山1,4133.0098,82.2656,1.9925,24.87304471,44.0394,0.0015,6.7994,1.3211,208.5578,5.6079,2.5716,77.8789,73.6614,4
40,48,3-山1,4133.1348,82.2565,2.2048,24.87304471,46.5411,0.0668,7.401,1.3387,204.9107,5.5074,2.5712,78.1357,72.7582,4
40,48,3-山1,4133.2598,82.2689,2.4216,24.87304471,49.1983,0.5956,8.1077,1.3696,203.0692,5.3689,2.5703,76.5701,70.063,4
40,48,3-山1,4133.3848,82.3099,2.5348,24.87304471,51.3364,1.5401,8.7352,1.4127,202.214,5.4122,2.5687,72.3267,64.9004,4
40,48,3-山1,4133.5098,82.387,2.5031,24.87304471,52.4535,2.7657,9.6174,1.519,202.1621,6.0328,2.5685,65.2229,57.2309,4
40,48,3-山1,4133.6348,82.5024,2.4386,24.87304471,53.6646,4.7063,11.2033,1.6605,211.533,7.9878,2.5696,54.8356,47.1488,4
40,44,2-盒8下,4102.6348,78.3363,2.217,24.59322068,70.8152,3.9843,12.1314,0.4576,211.3163,7.9601,2.5492,39.8533,35.0814,5
40,44,2-盒8下,4102.7598,78.5603,2.2086,24.59322068,55.2527,3.9339,11.8186,0.4426,207.1863,6.975,2.549,41.1028,35.671,5
40,44,2-盒8下,4102.8848,78.9265,2.2025,24.59322068,40.9085,3.5446,10.2754,0.4567,205.9533,6.2457,2.5491,38.992,33.2048,5
40,44,2-盒8下,4103.0098,79.4035,2.1911,24.59322068,32.804,2.8577,7.8212,0.506,208.7215,6.1414,2.552,33.0532,27.8465,5
40,44,2-盒8下,4103.1348,79.9784,2.1157,24.59322068,32.0355,2.0688,5.5334,0.6064,212.3842,6.5708,2.5567,27.2267,23.2259,5
40,44,2-盒8下,4103.2598,80.6346,1.9454,24.59322068,35.9095,1.5329,4.3164,0.6843,217.0951,7.2022,2.5578,25.2454,22.0881,5
40,44,2-盒8下,4103.3848,81.3437,1.7228,24.59322068,39.8744,1.3858,4.1109,0.7138,221.7181,7.6755,2.5522,27.8597,24.4758,5
40,44,2-盒8下,4103.5098,82.0886,1.5523,24.59322068,41.4153,1.202,4.4194,0.7785,222.5564,7.9804,2.5397,31.4405,27.2675,5
40,44,2-盒8下,4103.6348,82.849,1.4992,24.59322068,41.114,0.8957,4.9281,0.8954,219.6798,8.2833,2.5251,33.2998,28.4944,5
40,44,2-盒8下,4103.7598,83.6085,1.5643,24.59322068,40.5032,0.7345,5.2439,1.0156,216.7731,8.4882,2.5118,32.2957,27.5364,5
40,44,2-盒8下,4103.8848,84.3608,1.6794,24.59322068,39.5391,0.8389,5.2413,1.0876,214.4319,8.2963,2.5021,30.0216,25.7724,5
40,44,2-盒8下,4104.0098,85.101,1.7529,24.59322068,38.3191,0.9575,5.2352,1.1523,212.602,7.7414,2.4978,27.9121,24.3244,5
40,44,2-盒8下,4104.1348,85.8313,1.7593,24.59322068,39.0238,1.0428,5.2608,1.2159,212.319,7.5298,2.5014,27.221,24.1984,5
40,44,2-盒8下,4104.2598,86.5553,1.7667,24.59322068,45.0521,1.3433,5.338,1.4328,213.5924,8.7119,2.5112,28.5859,25.8951,5
40,44,2-盒8下,4104.3848,87.2797,1.8331,24.59322068,55.5729,2.1537,5.8661,1.9175,215.7207,12.0064,2.5199,32.5987,29.8182,5
40,44,2-盒8下,4104.5098,88.01,1.9613,24.59322068,67.6159,3.8914,7.0947,2.4954,215.9184,17.2103,2.5214,38.4417,35.0657,5
40,44,2-盒8下,4104.6348,88.7527,2.1034,24.59322068,78.5802,5.6634,8.2235,2.8069,212.894,22.0843,2.5186,43.7007,39.5175,5
40,46,3-山1,4123.5098,79.807,1.9201,25.02112676,41.9683,1.2036,5.9879,1.1303,214.8556,5.4246,2.6045,90.6443,82.8676,4
40,46,3-山1,4123.6348,80.1768,1.8505,25.02112676,40.1338,1.1625,5.5637,0.9678,215.8005,5.262,2.6027,94.546,86.2442,4
40,46,3-山1,4123.7598,80.6394,1.8592,25.02112676,38.5011,1.1994,5.1262,0.8387,215.8099,5.2603,2.5993,96.238,87.5972,4
40,46,3-山1,4123.8848,81.1768,1.9112,25.02112676,36.8372,1.2551,4.8517,0.7771,215.8619,5.3401,2.5928,95.7833,87.2123,4
40,46,3-山1,4124.0098,81.7831,1.9532,25.02112676,35.2171,1.2931,4.6898,0.7358,214.6651,5.4498,2.5849,95.0111,86.6672,4
40,46,3-山1,4124.1348,82.4485,1.9546,25.02112676,34.8623,1.3136,4.5354,0.6856,212.9629,5.5458,2.5796,94.5743,86.4203,4
40,46,3-山1,4124.2598,83.1585,1.9316,25.02112676,36.3108,1.3057,4.4144,0.6441,212.4577,5.6089,2.5788,93.8611,86.0715,4
40,46,3-山1,4124.3848,83.9095,1.9303,25.02112676,38.9529,1.2651,4.4787,0.6444,212.3058,5.652,2.5809,93.477,86.3929,4
40,46,3-山1,4124.5098,84.6954,1.9661,25.02112676,41.6903,1.1698,4.8268,0.7035,211.2855,5.7781,2.5817,95.5694,89.2789,4
40,46,3-山1,4124.6348,85.5123,2.1047,25.02112676,43.583,0.9858,5.3555,0.8159,209.1285,6.0521,2.5831,102.6719,96.8765,4
40,46,3-山1,4124.7598,86.3616,2.2115,25.02112676,43.0841,0.7103,5.8449,0.9622,206.7769,6.354,2.5941,114.8998,109.0569,4
40,46,3-山1,4124.8848,87.2389,2.3466,25.02112676,39.8639,0.4224,6.2165,1.1025,204.5459,6.3559,2.612,130.9975,123.7584,4
40,46,3-山1,4125.0098,88.142,2.4425,25.02112676,35.8109,0.2538,6.4151,1.1928,201.8694,5.9967,2.6268,142.5048,132.1805,4
40,46,3-山1,4125.1348,89.0699,2.4565,25.02112676,35.8912,0.2344,6.4056,1.253,200.1222,5.7475,2.632,139.8074,126.5563,4
40,46,3-山1,4125.2598,90.0209,2.4277,25.02112676,44.136,0.262,6.2201,1.3046,201.7842,6.2803,2.6274,119.3388,105.6086,4
40,46,3-山1,4125.3848,90.9887,2.4359,25.02112676,63.0486,0.3069,6.0696,1.3474,207.1904,7.8651,2.6196,91.9025,80.2135,4
40,46,3-山1,4125.5098,91.966,2.4722,25.02112676,90.7696,0.582,6.2517,1.4451,214.2592,10.6389,2.6125,69.3525,60.2777,4
