jing,ceng,wei,DEPT,SP,PE,CAL,GR,U,TH,K,AC,CNL,DEN,RLLS,RLLD,LABEL
31,50,盒8,3887.5239,61.4086,2.4878,23.4745,58.8894,1.4762,6.2997,1.1102,220.4143,7.471,2.5694,77.041,91.496,1
31,50,盒8,3887.6489,61.0142,2.2637,23.6214,39.4887,1.1931,4.8988,0.8899,221.1243,8.593,2.54,67.599,80.1668,1
31,50,盒8,3887.7739,60.6683,2.1775,23.7628,34.8438,1.0713,4.3369,0.8027,226.0684,9.4167,2.526,57.8165,68.5164,1
31,50,盒8,3887.8989,60.379,2.1632,23.9192,35.1721,1.1171,4.4794,0.8468,231.0832,9.3729,2.5091,49.709,58.8197,1
31,50,盒8,3888.0239,60.1372,2.1831,23.9335,34.5462,1.2083,4.8117,0.9279,235.0107,9.5894,2.4943,44.7205,52.5256,1
31,50,盒8,3888.1489,59.9495,2.2359,23.8839,32.3558,1.2106,5.0867,1.0052,235.8086,9.1403,2.4914,42.5074,49.4234,1
31,50,盒8,3888.2739,59.8078,2.3299,23.7956,32.6244,1.1721,5.3796,1.089,233.1468,8.6307,2.4969,43.1241,49.5384,1
31,50,盒8,3888.3989,59.7012,2.4183,23.781,37.1829,1.0812,5.7082,1.1831,231.7071,8.5869,2.4996,45.1778,51.2264,1
31,50,盒8,3888.5239,59.6229,2.3998,23.7179,43.2706,0.9425,5.8789,1.2428,231.9695,8.3729,2.4941,46.4541,52.1754,1
31,50,盒8,3888.6489,59.5611,2.28,23.5706,46.4982,0.8308,6.0083,1.2774,232.9178,8.4596,2.492,46.1556,51.7233,1
31,50,盒8,3888.7739,59.509,2.1373,23.3778,47.4483,0.732,6.0259,1.2844,233.2243,8.1198,2.5011,44.7703,50.2378,1
31,50,盒8,3888.8989,59.4609,2.0275,23.3268,46.7839,0.666,5.7542,1.2353,233.9135,8.1962,2.52,42.4925,47.9366,1
31,50,盒8,3889.0239,59.4178,1.9673,23.4469,43.3436,0.6537,5.4579,1.1745,235.7399,8.1085,2.5298,40.2653,45.8094,1
31,50,盒8,3889.1489,59.3926,1.9872,23.8185,38.6246,0.645,5.4371,1.1614,237.8437,7.7375,2.5206,39.1343,45.0281,1
31,50,盒8,3889.2739,59.3824,2.098,24.2623,36.7024,0.6383,5.634,1.19,238.3243,7.0385,2.5029,40.0532,46.7463,1
31,50,盒8,3889.3989,59.3751,2.254,24.4934,38.1327,0.6471,6.0165,1.2457,235.8432,6.4851,2.4822,43.6057,51.6582,1
31,50,盒8,3889.5239,59.3686,2.3659,24.2262,41.7295,0.6689,6.5306,1.3142,231.3348,6.2564,2.4569,49.66,59.7171,1
