jing,ceng,wei,DEPT,SP,PE,CAL,GR,U,TH,K,AC,CNL,DEN,RLLS,RLLD,LABEL
53,60,7-太原组,4105.625,59.7126,2.0133,28.0288,30.3969,0.7742,3.553,0.7466,196.8088,3.7933,2.5743,515.3515,757.1277,2
53,60,7-太原组,4105.75,59.7224,2.0237,29.0674,29.9644,0.7572,3.504,0.7278,197.0055,3.9992,2.56,525.7161,774.8651,2
53,60,7-太原组,4105.875,59.7207,2.0345,29.6778,29.3334,0.7429,3.4046,0.7077,198.3357,4.1401,2.546,541.709,806.1635,2
53,60,7-太原组,4106,59.713,2.0367,30.0947,28.8126,0.7183,3.3187,0.6975,199.6792,4.1191,2.5361,563.6193,850.1318,2
53,60,7-太原组,4106.125,59.7066,2.0306,29.9704,28.6135,0.6761,3.3538,0.6964,202.3412,4.2308,2.5325,591.3272,909.0432,2
53,60,7-太原组,4106.25,59.713,2.0206,29.9096,28.0961,0.6628,3.2923,0.6836,206.7498,3.9769,2.5397,623.6985,976.55,2
53,60,7-太原组,4106.375,59.7304,2.0043,29.4693,27.2447,0.6448,3.1767,0.663,207.8002,3.3545,2.5589,655.0667,1045.1206,2
53,60,7-太原组,4106.5,59.7464,1.9745,28.8885,26.9852,0.672,3.1225,0.6488,206.6367,2.9141,2.5854,678.4882,1105.2118,2
53,60,7-太原组,4106.625,59.7627,1.9548,28.0324,27.0457,0.702,3.0964,0.6472,203.9648,2.5408,2.6053,693.3522,1144.2434,2
53,60,7-太原组,4106.75,59.7816,1.9624,27.8199,27.1031,0.714,3.0832,0.6489,200.0092,2.0962,2.6146,703.8755,1165.147,2
53,60,7-太原组,4106.875,59.8083,1.9743,28.2714,27.1081,0.7273,3.0925,0.6425,197.7026,1.9191,2.6148,719.3617,1176.6454,2
53,60,7-太原组,4107,59.8471,1.9527,28.7823,26.8401,0.7202,3.0631,0.6353,198.9517,1.6306,2.6092,741.4133,1182.9683,2
53,60,7-太原组,4107.125,59.8987,1.9166,28.7965,26.8016,0.7322,3.0617,0.6235,202.7338,1.1406,2.6005,756.2136,1176.5243,2
53,60,7-太原组,4107.25,59.9746,1.9052,28.1834,26.8141,0.7686,3.0604,0.6046,205.4143,0.9854,2.5938,754.0865,1146.7604,2
53,60,7-太原组,4107.375,60.085,1.9073,27.6481,25.7911,0.7851,2.8983,0.5676,206.4108,0.9784,2.5936,736.267,1097.2745,2
53,60,7-太原组,4107.5,60.247,1.8897,27.5492,26.159,0.8482,2.9131,0.5539,206.9344,0.8625,2.599,702.027,1027.2168,2
53,60,7-太原组,4107.625,60.456,1.8583,27.3029,26.5506,0.9058,2.898,0.5471,206.2819,0.8798,2.606,644.4146,920.8763,2
53,60,7-太原组,4107.75,60.6786,1.8601,26.8116,25.7038,0.9151,2.725,0.5204,206.0915,1.0448,2.6088,558.8303,782.4885,2
53,60,7-太原组,4107.875,60.9239,1.9158,25.9937,26.3261,0.9551,2.7803,0.5235,207.4545,1.0897,2.6059,466.7912,659.8741,2
53,60,7-太原组,4108,61.1859,2.0399,25.5569,27.0206,0.9864,2.8274,0.5408,206.0421,1.086,2.5969,414.415,592.4178,2
53,60,7-太原组,4108.125,61.4607,2.2151,25.3212,26.9752,0.9875,2.827,0.5494,201.9747,1.2079,2.5844,395.3349,561.7293,2
53,60,7-太原组,4108.25,61.758,2.3885,25.2244,27.7337,1.0193,2.9259,0.5765,198.5546,1.3655,2.5715,398.6494,558.2047,2
53,60,7-太原组,4108.375,62.083,2.4527,25.0632,28.1844,1.043,2.9664,0.597,195.6163,1.3805,2.5666,432.0352,585.3561,2
53,60,7-太原组,4108.5,62.4416,2.3948,24.9643,27.828,1.0326,2.9099,0.599,196.4651,1.3136,2.5698,491.7572,639.519,2
53,60,7-太原组,4108.625,62.8483,2.2725,24.9359,26.4642,0.9423,2.8031,0.5911,198.5568,1.1889,2.5768,537.6034,689.2025,2
53,60,7-太原组,4108.75,63.2865,2.1688,24.9523,25.6766,0.857,2.7266,0.6043,197.8969,1.0799,2.5807,556.8196,699.0823,2
53,60,7-太原组,4108.875,63.7385,2.1097,24.9618,26.1097,0.81,2.8028,0.6453,197.2328,1.1485,2.5811,550.6506,672.8999,2
53,60,7-太原组,4109,64.1989,2.0904,24.8434,26.6831,0.7637,2.9173,0.6908,197.5685,1.1606,2.5806,514.2015,615.9347,2
53,60,7-太原组,4109.125,64.6908,2.0919,24.8081,26.8413,0.7508,2.9368,0.7097,196.6942,1.0528,2.5816,461.3803,541.2575,2
53,60,7-太原组,4109.25,65.2149,2.1027,24.8666,27.2031,0.7503,3.0023,0.7248,194.5041,1.1887,2.5839,404.0655,454.5384,2
53,60,7-太原组,4109.375,65.7739,2.1215,24.9844,27.5344,0.753,3.0604,0.7397,195.129,1.5616,2.5843,349.154,360.8871,2
53,60,7-太原组,4109.5,66.359,2.15,25.209,27.8546,0.7453,3.1378,0.7541,197.5124,2.5108,2.5796,299.7437,276.2198,2
53,60,7-太原组,4109.625,66.9475,2.2029,25.6902,29.3539,0.7543,3.3202,0.8079,207.7086,4.1241,2.5632,240.3344,205.4818,2
53,60,7-太原组,4109.75,67.5267,2.3102,25.9796,32.2488,0.782,3.7016,0.9029,223.3009,7.4721,2.5179,163.6546,140.6796,2
53,60,7-太原组,4109.875,68.0869,2.4823,26.3736,37.0916,0.8279,4.3363,1.0601,240.503,12.8216,2.4395,107.9223,98.2503,2
53,60,7-太原组,4110,68.6118,2.7109,27.0487,46.6344,0.9973,5.4269,1.3599,254.5274,16.5651,2.3542,80.5144,77.9505,2
